ticker,name,sic_code,description,total_employees
SELX,Semilux International Ltd. Ordinary Shares,,"Semilux International Ltd is a company that operates through its subsidiaries which is an optical and 3D sensing technology company that is involved in the customization, design and supply of optical components and integrated chip for various industries including autonomous driving, intelligent lighting, as well as unmanned aerial vehicles. In collaboration with its clients, TCO conceptualizes and produces high precision optics and sensing modules that are specifically customized to clients' needs for ease of integration in overall design and production. Applications for TCO's products include automotive laser headlight systems, adaptive driving beams (ADB) as well as light detection and autonomous driving systems (LiDAR).",58
SEM,SELECT MEDICAL HOLDINGS CORP,8060,"Select Medical Holdings Corp is a healthcare company that operates through four main segments: critical illness recovery hospitals, rehabilitation hospitals, outpatient rehabilitation clinics, and Concentra institutions. Critical illness recovery hospitals and rehabilitation centres are designed for patients requiring extended recovery time with medical services. These two sectors combined compose roughly half of the total revenue and include over 103 critical illness recovery hospitals and inpatient rehab facilities. The outpatient rehabilitation segment includes over 1,928 rehabilitation clinics. The Concentra segment includes over 540 occupational health centers and 147 onsite clinics. The company is headquartered in Pennsylvania, and it operates across the United States.",54600
SEMI,Columbia Semiconductor and Technology ETF,,,0
SEMR,"SEMrush Holdings, Inc.",7372,"SEMrush Holdings Inc is engaged in the provision of an online visibility management software-as-a-service platform. Its platform enables subscribers to improve their online visibility and drive traffic, including on their websites and social media pages, and distribute highly relevant content to their customers on a targeted basis across various channels to drive high-quality traffic and measure the effectiveness of their digital marketing campaigns. Geographically, it generates revenues from the US, the UK, and other regions.",1390
SENEA,Seneca Foods Corp,2033,"Seneca Foods Corp is a US-based company which acts as a provider of packaged fruits and vegetables. Its product offerings include canned, frozen, and bottled produce and snack chips. The company's segment includes Vegetable and Fruit/Snack. It generates maximum revenue from the Vegetable segment.",6800
SENEB,Seneca Foods Corp,2033,"Seneca Foods Corp is a US-based company which acts as a provider of packaged fruits and vegetables. Its product offerings include canned, frozen, and bottled produce and snack chips. The company's segment includes Vegetable and Fruit/Snack. It generates maximum revenue from the Vegetable segment.",6800
SENS,"Senseonics Holdings, Inc.",3823,"Senseonics Holdings Inc is a medical technology company. It is focused on the design, development, and commercialization of glucose monitoring system, which helps people to manage their diabetes community with differentiated, long-term implantable glucose management technology. Its products and services include a Continuous glucose monitoring system, Sensor, Smart transmitter, and Mobile app. The firm has a Glucose monitoring product segment. The majority of the revenue is generated outside of the United States.",132
SEPM,FT Vest U.S. Equity Max Buffer ETF - September,,,0
SEPN,"Septerna, Inc. Common Stock",,"Septerna Inc is a clinical-stage biotechnology company pioneering a new era of G protein-coupled receptor (GPCR) oral small molecule drug discovery powered by a proprietary Native Complex Platform. Its industrial-scale platform aims to unlock the full potential of GPCR therapies. The group discovery and development of a pipeline of product candidates focused initially on treating patients in three therapeutic areas: endocrinology, immunology and inflammation, and metabolic disease. Its pipeline includes SEP-786 (PTH1R), SEP-631 (MRGPRX2), TSHR, and GLP-1R, GIPR, GCGR.",0
SEPP,PGIM US Large-Cap Buffer 12 ETF - September,,,0
SEPT,AllianzIM U.S. Large Cap Buffer10 Sep ETF,,,0
SEPW,AllianzIM U.S. Large Cap Buffer20 Sep ETF,,,0
SEPZ,TrueShares Structured Outcome (September) ETF,,,0
SER,,2834,"Serina Therapeutics Inc is a clinical-stage biotechnology company developing a pipeline of wholly-owned drug product candidates to treat neurological diseases and pain. Serina's POZ Platform delivery technology is engineered to provide control in drug loading and more precision in the rate of release of attached drugs, enabling the potential of certain challenging small molecules, while addressing the limitations of polyethylene glycol (PEG) and other biocompatible polymers.",0
SERA,"Sera Prognostics, Inc. Class A Common Stock",8071,"Sera Prognostics Inc is a health diagnostic company. It develops diagnostic tests for the early prediction of a woman's individualized risk of premature birth, preeclampsia, gestational diabetes, stillbirth, and other conditions. The proprietary proteomics and bioinformatics platform of the company helps to improve maternal and neonatal health by discovering, developing, and commercializing blood-based biomarker tests, and predictive analytic products and services.",57
SERV,Serve Robotics Inc. Common Stock,3790,"Serve Robotics Inc is developing next-generation robots for last-mile delivery services. Its first product is a zero-emission robot that serves people in public areas, Starting with food delivery. It has developed an advanced, AI-robotics mobility platform, with last-mile delivery in cities as its first application.",67
SETH,ProShares Short Ether ETF,,,0
SETM,Sprott Funds Trust Sprott Critical Materials ETF,,,0
SEZL,Sezzle Inc. Common Stock,7389,Sezzle Inc is a financing institution that offers technology-driven payment platform. It allows customers to split their purchase into four installments and pay over 6 weeks with only the first payment due at the time of purchase.,278
SF,,6211,"Stifel Financial is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 60% of the company's net revenue is derived from its global wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.",9000
SFB,Stifel Financial Corp.5.20 percent Senior Notes due 2047,6211,,0
SFBC,"Sound Financial Bancorp, Inc.",6035,"Sound Financial Bancorp Inc operates as the holding company for Sound Community Bank that provides traditional banking and other financial services for individuals and businesses. It attracts retail and commercial deposits from the public and invests those funds, along with borrowed funds, in loans secured by first and second mortgages on one-to-four-family residences including home equity loans and lines of credit, commercial and multifamily real estate, construction and land, consumer and commercial business loans. The bank also offers secured and unsecured consumer loan products, including manufactured home loans, floating home loans, automobile loans, boat loans, and recreational vehicle loans.",146
SFBS,ServisFirst Bancshares Inc.,6022,"Servisfirst Bancshares Inc is a bank holding company. It originates commercial, consumer, and other loans and accepts deposits, provides electronic banking services, such as online and mobile banking, including remote deposit capture, delivers treasury and cash management services, and provides banking services to other financial institutions. The company offers services which include telephone banking, direct deposit, Internet banking, mobile banking, boxes, and automatic account transfers.",620
SFEB,FT Vest U.S. Small Cap Moderate Buffer ETF - February,,,0
SFHG,,,"Samfine Creation Holdings Group Ltd operates through its subsidiaries. It is an established one-stop printing service provider which principally provides printing services in Hong Kong and the PRC. It offers a wide range of printed products such as (i) book products, which mainly include children's books, educational books, art books, notebooks, diaries and journals; and (ii) novelty and packaging products, which mainly include handcraft products, book sets, pop-up books, stationery products, products with assembly parts and other specialized products, shopping bags and package boxes.",0
SFIX,"Stitch Fix, Inc. Class A Common Stock",5961,"Stitch Fix Inc offers personal style services for men and women. The company engages in delivering one-to-one personalization to clients through the combination of data science and human judgment. It provides a shipment service called A FIX where the stylist's hand selects items from several merchandise with analysis of client and merchandise data to provide a personalized shipment of apparel, shoes, and accessories suited to the client's needs. The company offers products across categories, brands, product types, and price points including Women's, Petite, Maternity, Men's, and Plus. It also offers various product types, including denim, dresses, blouses, skirts, shoes, jewelry, and handbags and sells merchandise across various ranges of price points.",4570
SFL,SFL Corporation Ltd.,,"SFL Corp Ltd is an international ship owning and chartering company. The company is engaged primarily in the ownership and operation of vessels and offshore related assets and is also involved in the charter, purchase, and sale of assets. Its oil tankers, chemical tankers, and oil product tankers are all double-hull vessels.",21
SFLO,VictoryShares Small Cap Free Cash Flow ETF,,,0
SFLR,Innovator Equity Managed Floor ETF,,,0
SFM,"Sprouts Farmers Market, Inc.",5411,"Sprouts Farmers Market Inc offers a unique specialty grocery experience featuring an open layout with fresh produce at the heart of the store. Sprouts inspire wellness naturally with a carefully curated assortment of better-for-you products paired with purpose-driven people. The company continues to bring the latest in wholesome, innovative products made with lifestyle-friendly ingredients such as organic, plant-based, and gluten-free. It approximately has 407 stores in 23 states. It is one of the largest and fastest-growing specialty retailers of fresh, natural and organic food in the United States.",31000
SFNC,Simmons First National Corp,6021,"Simmons First National Corp is a financial holding company. The company through its subsidiaries is engaged in providing banking services including consumer, real estate and commercial loans, checking, savings and time deposits. The company's loan portfolio comprises construction, single-family residential and commercial loans; non-real estate loans, nonaccrual and past due loans; and credit card loans, student loans and other consumer loans. It also offers a range of products and services such as trust services, investments, agricultural finance lending, equipment lending, insurance, consumer finance and small business administration lending. All the business activity of the firm is functioned through the region of the United States.",3007
SFWL,Shengfeng Development Limited Class A Ordinary Shares,,"Shengfeng Development Ltd is a holding company. The company offers contract logistics services comprising planning and designing supply chains, designing facilities, processing orders, collecting payments, managing inventories, and providing client services. The integrated logistics solution services of the company are comprised of three segments: B2B freight transportation; cloud storage; and value-added services.",1341
SFY,SoFi Select 500 ETF,,,0
SFYF,SoFi Social 50 ETF,,,0
SFYX,SoFi Next 500 ETF,,,0
SFpB,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.25% Non-Cumulative Preferred Stock, Series B",6211,"Stifel Financial is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 60% of the company's net revenue is derived from its global wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.",9000
SFpC,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1, 000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C",6211,"Stifel Financial is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 60% of the company's net revenue is derived from its global wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.",9000
SFpD,,6211,"Stifel Financial is a middle-market-focused investment bank that produces more than 90% of its revenue in the United States. Approximately 60% of the company's net revenue is derived from its global wealth management division, which supports over 2,000 financial advisors, with the remainder coming from its institutional securities business. Stifel has a history of being an active acquirer of other financial-services firms.",9000
SG,"Sweetgreen, Inc.",5812,"Sweetgreen Inc is a next-generation restaurant and lifestyle brand that serves healthy food at scale. It is creating plant-forward, seasonal, and earth-friendly meals from fresh ingredients and produce that prioritizes organic, regenerative, and local sourcing.",6186
SGA,"Saga Communications, Inc. Class A Common Stock (FL)",4832,"Saga Communications Inc is a broadcast company engaged in acquiring, developing, and operating broadcast properties. The company's objective is to operate top billing radio stations in mid-sized markets and It derives a majority of its revenue from the sale of advertising for broadcast on its stations.",833
SGBX,Safe & Green Holdings Corp. Common Stock,5030,"Safe & Green Holdings Corp is a modular solutions company. The company currently provides modules made out of both code-engineered cargo shipping containers and wood for use as both permanent or temporary structures for residential housing use and commercial use, including for health care facilities. It operates in four segments: construction services; medical; real estate development; and environmental. The company generates the majority of its revenue from the Construction segment includes the company's manufacturing unit SG ECHO and other modules projects.",15
SGD,Safe and Green Development Corporation Common Stock,6500,"Safe & Green Development Corp is a real estate development company that focuses on the development of sites using purpose built, prefabricated modules built from both wood & steel, sourced from one of Safe & Green Holdings factories. The company's business model is flexible and it anticipates developing properties on its own and also through joint ventures in which it partner with third-party equity investors or other developers.",0
SGDJ,Sprott Junior Gold Miners ETF,,,0
SGDM,Sprott Gold Miners ETF,,,0
SGHC,,,"Super Group (SGHC) Ltd is a holding company that operates global online sports betting and gaming businesses. The company has two reportable segments, namely Betway and Spin. The majority of the company's revenue comes from the Betway segment, which is a single-brand online sportsbook business with a global reach. Betway has formed strategic partnerships with teams and leagues across the world and recovers sponsorship marketing spend through brand license agreements. The Betway segment generates the majority of the company's revenue.",3700
SGHT,"Sight Sciences, Inc. Common Stock",3841,"Sight Sciences Inc is an ophthalmic medical device company focused on the development and commercialization of surgical and nonsurgical technologies for the treatment of prevalent eye diseases. Its Surgical Glaucoma segment's product portfolio features the OMNI Surgical System, a device that facilitates the performance of both canaloplasty and trabeculotomy with a single device and single corneal incision to reduce intraocular pressure in adult patients with primary open-angle glaucoma. The company's Dry Eye segment's product portfolio consists of the TearCare System for ophthalmologists and optometrists. It derives key revenue from the Surgical Glaucoma segment.",214
SGLC,SGI U.S. Large Cap Core ETF,,,0
SGLY,Singularity Future Technology Ltd. Common Stock,4731,"Singularity Future Technology Ltd is an investment holding company. The company's operating segment includes Freight Logistics Services and Sale of Crypto-mining Machines. It generates maximum revenue from the Freight Logistics Services segment. Geographically, it derives a majority of its revenue from China.",15
SGMA,Sigmatron International Inc,3672,"Sigmatron International Inc is an independent provider of electronic manufacturing services (EMS). It provides manufacturing and assembly services ranging from the assembly of individual components to the assembly and testing of box-build electronic products. The company manufactures products like printed circuit board assemblies, electro-mechanical subassemblies, and completely assembled (box-build) electronic products which are incorporated into finished products and sold in various industries, particularly industrial electronics, consumer electronics, and life sciences. In some instances, it manufactures and assembles the completed finished product for its customers. Geographically, the company derives maximum revenue from Mexico and the rest from the United States, China, and Vietnam.",2750
SGML,Sigma Lithium Corporation Common Shares,,"Sigma Lithium Corp is dedicated to powering the next generation of electric vehicle batteries with environmentally sustainable and high-purity lithium. The company is in construction at its wholly owned Grota do Cirilo Project in Brazil, one of the highest-grade hard rock lithium spodumene deposits in the Americas.",523
SGMT,Sagimet Biosciences Inc. Series A Common Stock,2834,"Sagimet Biosciences Inc is a clinical-stage biopharmaceutical company focused on developing a portfolio of in-house discovered, selective fatty acid synthase (FASN) inhibitors for the treatment of diseases that result from dysfunctional lipid metabolism pathways. The company's lead drug candidate, denifanstat, is an oral, once-daily pill and selective FASN inhibitor in development for the treatment of nonalcoholic steatohepatitis (NASH).",10
SGN,,7374,"Signing Day Sports Inc is a technology company developing and operating platforms aiming to allow significantly more student-athletes to go to college and continue playing sports. Its platform Signing Day Sports is a digital ecosystem to help athletes get discovered and recruited by coaches and recruiters across the country. It currently fully supports football and baseball, and it plans to expand the Signing Day Sports platform to include additional sports.",14
SGOL,abrdn Physical Gold Shares ETF,6221,,0
SGOV,iShares 0-3 Month Treasury Bond ETF,,,0
SGRP,SPAR Group Inc,7389,"SPAR Group Inc is a supplier of merchandising and other marketing services. It also provides range of services to retailers, consumer goods manufacturers and distributors around the globe. The company divides its operations into three reportable regional segments: Americas, which is comprised of United States, Canada, Brazil and Mexico; Asia-Pacific (APAC), which is comprised of Japan, China, and India; and Europe, Middle East and Africa (EMEA), which is comprised of South Africa. It generates maximum revenue from Americas.",24288
SGRY,"Surgery Partners, Inc. Common Stock",8062,"Surgery Partners Inc is a healthcare services company with an integrated outpatient delivery model focused on providing quality, cost-effective solutions for surgical and related ancillary care in support of both patients and physicians. It operates in two segments: Surgical Facility Services and Ancillary Services out of which the Surgical Facility Services segment accounts for the majority of revenue.",13500
SGU,"Star Group, L.P. Common Units Representing Limited Partner Interest",5990,"Star Group LP is a company engaged in providing home heating products and services to residential and commercial customers. The company offers heating oil and air conditioning equipment, as well as home security and plumbing services. The company also sells diesel fuel, gasoline, and home heating oil. Geographically, the company operates in U.S.",3039
SH,ProShares Short S&P500,,,0
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,,,0
SHAK,Shake Shack Inc.,5810,"Shake Shack Inc is a roadside burger stand. It is serving a classic American menu of premium burgers, hot dogs, crispy chicken, frozen custard, crinkle-cut fries, shakes, beer, wine and more. The company's burgers are made with a whole-muscle blend of all-natural, hormone and antibiotic-free Angus beef, ground fresh daily, cooked to order and served on a non-genetically modified organism (GMO) potato bun. Its menu focuses on food and beverages, crafted from a range of classic American foods. The company serves draft Root Beer, seasonal freshly-squeezed lemonade, organic fresh brewed iced tea, cold brew coffee, organic apple juice, and Shack20 bottled water.",12196
SHBI,Shore Bancshares Inc,6021,"Shore Bancshares Inc is a financial holding company. It offers personalized banking, insurance, and investment services to families and businesses in the Mid-Atlantic region. It operates in two business segments - community banking and mortgage banking. Community banking is conducted through the Bank and involves delivering a broad range of financial services, including lending and deposit-taking, to individuals and commercial enterprises, it also includes treasury and administrative functions. Mortgage banking is conducted through the Bank's secondary marketing department and involves originating first and second-lien residential mortgages for sale in the secondary market.",481
SHC,Sotera Health Company Common Stock,8090,"Sotera Health Co provides sterilization, analytical lab testing, and advisory services to help ensure that medical, pharmaceutical and food products are safe for healthcare practitioners, patients, and consumers. The company operates in three segments: Sterigenics, Nordion, and Nelson Labs. Sterigenics provides outsourced terminal sterilization and irradiation services for medical device, pharmaceutical, food safety, and advanced applications; Nordion provides Co-60 and gamma irradiators, which are the key components to the gamma sterilization process; and Nelson Labs provides outsourced microbiological and analytical chemistry testing for the medical device and pharmaceutical industries. Its geographical segments are the United States, Canada, Europe, and other regions.",3000
SHCO,Soho House & Co Inc.,7011,"Soho House & Co Inc is a membership platform of physical and digital spaces that connects a vibrant, diverse group of members from across the world. The members use the platform to work, socialize, connect, create and flourish all over the world. It offers lease agreement Houses, hotels, restaurants, studios, spas, and other properties. The company's reportable segments are; United Kingdom, North America, and Europe and Rest of the World. Majority of its revenue is generated from the North America segment which encompasses its operating units in North America, including; Soho Houses, stand-alone U.S. restaurants and the Willows Inn in Palm Springs, Soho Friends, and the management fees from Soho Beach House Canouan.",7852
SHDG,,,,0
SHE,SPDR MSCI USA Gender Diversity ETF,,,0
SHEH,,,,0
SHEL,Shell plc American Depositary Shares (Each represents two Ordinary shares),,"Shell is an integrated oil and gas company that explores for, produces, and refines oil around the world. In 2023, it produced 1.5 million barrels of liquids and 7.3 billion cubic feet of natural gas per day. At end-2023, reserves stood at 9.6 billion barrels of oil equivalent, 49% of which, consisted of liquids. Its production and reserves are in Europe, Asia, Oceania, Africa, and North and South America. The company operates refineries with capacity of 1.6 mmb/d located in the Americas, Asia, Africa, and Europe and sells about 12 million tons per year of chemicals. Its largest chemical plants, often integrated with its local refineries, are in Central Europe, China, Singapore, and North America.",100000
SHEN,Shenandoah Telecom Co,4813,"Shenandoah Telecommunications Company, with its subsidiaries, provides various broadband communication products and services via its wireless, cable, fiber optic, and fixed wireless networks to customers in the Mid-Atlantic United States. The company operates through two business units: tower and broadband. The tower segment leases company-owned cell tower spaces to other wireless communication providers, while the broadband segment provides broadband Internet, video, and voice services to residential and commercial customers. The broadband segment generates the vast majority of the company's revenue, with the bulk of sales flowing from residential and small, and medium businesses within the broadband unit.",845
SHFS,"SHF Holdings, Inc. Class A Common Stock",6199,"SHF Holdings Inc is a financial services provider to cannabis-related businesses. It offers reliable access to banking solutions for cannabis, hemp, CBD, and ancillary operators, making communities safer, driving growth in local economies, and fostering long-term partnerships. The group, through its financial institution clients, implements accountability, transparency, monitoring, reporting, and risk mitigation measures while meeting Bank Secrecy Act obligations in line with FinCEN guidance on cannabis-related businesses. Its services include Program Management Support, Customer Generation, Ongoing Program Auditing, and Compliance Monitoring among others.",45
SHFSW,"SHF Holdings, Inc. Warrants",6199,"SHF Holdings Inc is a financial services provider to cannabis-related businesses. It offers reliable access to banking solutions for cannabis, hemp, CBD, and ancillary operators, making communities safer, driving growth in local economies, and fostering long-term partnerships. The group, through its financial institution clients, implements accountability, transparency, monitoring, reporting, and risk mitigation measures while meeting Bank Secrecy Act obligations in line with FinCEN guidance on cannabis-related businesses. Its services include Program Management Support, Customer Generation, Ongoing Program Auditing, and Compliance Monitoring among others.",45
SHIM,,1600,"Shimmick Corp is a leading provider of water and other critical infrastructure solutions nationwide. It selectively focuses on the following types of infrastructure projects: Water Treatment, Water Resources, and Other Critical Infrastructure. In water treatment projects the company expands, rehabilitates, upgrades, builds and rebuilds water and wastewater treatment infrastructure, including desalination plants. In water resources projects company builds, expands, and improves water storage and conveyance, dams, levees, flood control systems, pump stations, and coastal protection. In Other Critical Infrastructure projects, It builds, retrofits, expands, rehabilitates, operates, and maintains its nation's critical infrastructure, including mass transit, bridges, and military infrastructure.",1300
SHIP,Seanergy Maritime Holdings Corp.,,"Seanergy Maritime Holdings Corp is an international shipping company that provides marine dry bulk transportation services through the ownership and operation of dry bulk vessels. It generates a majority of its revenue from the vessels. The company fleet of vessels includes Fellowship, Championship, Partnership, Knightship, Lordship, Gloriuship, Leadership, Geniuship, Premiership, and Squireship among others.",81
SHLD,,,,0
SHLS,"Shoals Technologies Group, Inc. Class A Common Stock",3674,"Shoals Technologies Group is a provider of electrical balance of system solutions for solar energy projects, primarily in the United States. EBOS encompasses components that are necessary to carry electric current produced by solar panels to an inverter. The products are sold principally to engineering, procurement, and construction firms that build solar energy projects.",1309
SHLT,SHL Telemedicine Ltd American Depositary Shares,,"SHL Telemedicine Ltd develops and markets personal telemedicine solutions. It consists of the transmission of medical data by an individual, from a remote location to a medical call center through telecommunication networks. The company offers solutions to subscribing patients, health insurance companies, hospitals, clinics, and physicians. It provides healthcare professional solutions to patients suffering from congestive heart failure, chronic obstructive pulmonary disease, and readmission solutions for reducing heart-related readmissions. In addition, consumer solutions include cardiac monitoring services. The company's geographical segments Israel, Europe, and the rest of the world, out of which majority revenue comes from Israel.",583
SHM,SPDR Nuveen Bloomberg Short Term Municipal Bond ETF,,,0
SHMD,SCHMID Group N.V. Class A Ordinary Shares,,"Schmid Group NV is a global supplier of equipment, software and services for various industries such as printed circuit board (PCB), substrate manufacturing, photovoltaics, and glass and energy storage with a focus on the highest end of this market in terms of technology and performance. It focuses on a modular product portfolio of machinery to use in the manufacturing of high-end PCB equipment and semiconductor packaging devices which includes common flexible circuit fabrication techniques such as subtractive, semi-additive processes (SAP) and modified semi-additive processes (mSAP).",800
SHMDW,SCHMID Group N.V. Warrants,,"Schmid Group NV is a global supplier of equipment, software and services for various industries such as printed circuit board (PCB), substrate manufacturing, photovoltaics, and glass and energy storage with a focus on the highest end of this market in terms of technology and performance. It focuses on a modular product portfolio of machinery to use in the manufacturing of high-end PCB equipment and semiconductor packaging devices which includes common flexible circuit fabrication techniques such as subtractive, semi-additive processes (SAP) and modified semi-additive processes (mSAP).",800
SHNY,MicroSectors Gold 3x Leveraged ETN,6029,,0
SHO,"Sunstone Hotel Investors, Inc.",7011,"Sunstone Hotel Investors Inc is a real estate investment trust that acquires, owns, manages, and renovates the full-service hotel and select-service hotel properties across various states in the United States. Its firm's portfolio consists upper upscale and luxury hotels located in convention, resort destination and urban markets. Its majority of the hotels operate under a brand owned by Marriott, Hilton, Hyatt, Four Seasons or Montage. It operates geographically in Califiornia which generates the majority of its revenue; Florida; and Hawaii. Sunstone's sole source of income is hotel revenue from its hotel ownership segment.",40
SHOC,Strive U.S. Semiconductor ETF,,,0
SHOO,Steven Madden Ltd,3140,"Steven Madden Ltd designs and sells brand-name and private-label footwear and accessories. Its products are geared toward fashion-conscious adults and children. The company sells its products through department stores and other retailers as well as its own stores and websites. The company's revenue comes from its operating segments: Wholesale Footwear, Wholesale Accessories or Apparel, Direct-to-Consumer, and Licensing. The wholesale footwear segment accounts for the majority of revenue.",4000
SHOP,Shopify Inc. Class A subordinate voting shares,,"Shopify offers an e-commerce platform primarily to small and medium-size businesses. The firm has two segments. The subscription solutions segment allows Shopify merchants to conduct e-commerce on a variety of platforms, including the company's website, physical stores, pop-up stores, kiosks, social networks (Facebook), and Amazon. The merchant solutions segment offers add-on products for the platform that facilitate e-commerce and include Shopify Payments, Shopify Shipping, and Shopify Capital.",11600
SHOTW,"Safety Shot, Inc. Warrant",2844,"Safety Shot Inc is a wellness and functional beverage company. It is set to launch Safety Shot, the patented beverage that helps people feel faster by reducing blood alcohol content and boosting clarity.",8
SHOpH,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",7011,"Sunstone Hotel Investors Inc is a real estate investment trust that acquires, owns, manages, and renovates the full-service hotel and select-service hotel properties across various states in the United States. Its firm's portfolio consists upper upscale and luxury hotels located in convention, resort destination and urban markets. Its majority of the hotels operate under a brand owned by Marriott, Hilton, Hyatt, Four Seasons or Montage. It operates geographically in Califiornia which generates the majority of its revenue; Florida; and Hawaii. Sunstone's sole source of income is hotel revenue from its hotel ownership segment.",40
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. Common Stock",2834,"Shuttle Pharmaceuticals Holdings Inc is a clinical stage pharmaceutical company leveraging our proprietary technology to develop novel therapies designed to cure cancers. The company's goal is to extend the benefits of cancer treatments by leveraging insights into the pillars of cancer therapy: surgery, radiation therapy, chemotherapy, and immunotherapy.",8
SHPP,Pacer Industrials and Logistics ETF,,,0
SHRT,Gotham Short Strategies ETF,,,0
SHRY,First Trust Exchange-Traded Fund VI First Trust Bloomberg Shareholder Yield ETF,,,0
SHUS,Stratified LargeCap Hedged ETF,,,0
SHV,iShares Short Treasury Bond ETF,,,0
SHW,The Sherwin-Williams Company,5200,"Sherwin-Williams is the largest provider of architectural paint in the United States. The company has over 5,000 stores and sells premium paint at higher price points than most competitors. Sherwin-Williams also sells paint-related products in big-box stores and provides coatings for original equipment manufacturers.",64088
SHY,iShares 1-3 Year Treasury Bond ETF,,,0
SHYD,VanEck Short High Yield Muni ETF,,,0
SHYF,"The Shyft Group, Inc. Common Stock",3711,"The Shyft Group Inc is engaged in specialty vehicle manufacturing and assembly for commercial vehicles (including last-mile delivery, specialty service, and vocation-specific upfit segments) and recreational vehicle industries. Its products include walk-in vans, truck bodies, cargo vans, and pick-up truck upfits used in e-commerce/parcel delivery, upfit equipment used in the mobile retail and utility trades, as well as luxury Class A diesel motorhome custom chassis and contract manufacturing and assembly services. It also supplies replacement parts and offers repair, maintenance, field service, and refurbishment services for the vehicles that the company manufactures.",3000
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,,,0
SHYL,Xtrackers Short Duration High Yield Bond ETF,,,0
SIBN,"SI-BONE, Inc. Common Stock",3841,"SI-BONE Inc is a medical device company, that develops and commercializes a proprietary minimally invasive surgical implant system in the United States and Internationally. Its products include a series of patented titanium implants and the instruments used to implant them, as well as implantable bone products such as iFuse-3D, iFuse-TORQ and iFuse Bedrock Granite which have applications across sacroiliac joint dysfunction and fusion, adult spinal deformity and degeneration, and pelvic trauma.",344
SIDU,"Sidus Space, Inc. Class A Common Stock",4812,"Sidus Space Inc is a Space and Defense as-a-Service company focused on providing complex space hardware, satellite/spacecraft design, manufacture, launch, and data solutions for both government and commercial in-space missions for all destinations through the solar system. This includes a Space-based infrastructure of multi-mission satellites with hyperspectral, multi-spectral, and other sensors to provide monitoring services and solutions to multiple sectors and industries. The company supports Commercial Space, Aerospace, Defense, Underwater Marine, and other commercial and government customers.",82
SIEB,Siebert Financial Corp,6211,"Siebert Financial Corp is a holding company. It conducts retail discount brokerage business through its wholly-owned subsidiary. The firm mainly provides online and traditional brokerage and related services to retail investors and also acts as an investment advisor for its subsidiary. The company operates in the securities brokerage and asset management industry. It also engages in Insurance services, Robo-advisory technology, and Prime brokerage business through its subsidiaries.",124
SIFI,Harbor Scientific Alpha Income ETF,,,0
SIFY,Sify Technologies Limited,,"Sify Technologies Ltd is a provider of corporate network services in India. It offers converged Information and Communication Technology (ICT) solutions comprising Network- Connectivity services, Data Center services and Digital Services which include Cloud and Managed services, Applications Integration services and Technology Integration services. The company operates in three segments; Network Connectivity services which consists of domestic data, international data, wholesale voice. Data Center Services which consists of co-location services, cross connects and other allied managed services. Digital Services which consists of Cloud and Managed Services, Network Managed Services, Applications Integration Services, Technology Integration Services. Key revenue is from Network.",4319
SIG,Signet Jewelers Limited,5944,"Signet Jewelers Ltd is a retailer of diamond jewelry. Its merchandise mix includes bridal, fashion, watches and others. The bridal category includes engagement, wedding and anniversary purchases. Its segments are the North America segment, the International segment, and the Other segment. The North America segment contributes to the majority of the revenue. The North America segment generates revenue from Mall and Off-mall & Outlet.",27991
SIGA,SIGA Technologies Inc.,2834,"SIGA Technologies Inc is a commercial-stage pharmaceutical company focused on the health security market. The company's main product is TPOXX, an oral formulation antiviral drug for the treatment of human smallpox disease caused by the variola virus. The company derives maximum revenue from United States.",45
SIGI,Selective Insurance Group,6331,"Selective Insurance Group Inc is a regional property-casualty insurer based in New Jersey, with its operations focused in the New York metropolitan area. Since 1977, Selective has focused its sales efforts on small businesses, offering commercial products that include workers' compensation, general liability, property, and auto insurance. Selective also has a small personal insurance segment (under 20% of total premiums), selling auto and homeowner's coverage.",2650
SIGIP,"Selective Insurance Group, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",6331,"Selective Insurance Group Inc is a regional property-casualty insurer based in New Jersey, with its operations focused in the New York metropolitan area. Since 1977, Selective has focused its sales efforts on small businesses, offering commercial products that include workers' compensation, general liability, property, and auto insurance. Selective also has a small personal insurance segment (under 20% of total premiums), selling auto and homeowner's coverage.",2650
SIHY,Harbor Scientific Alpha High-Yield ETF,,,0
